riga;codice_servizio;codice_comp o codice_tratto;data_inizio_corretta;data_fine_corretta
3475;0508062901;313787;20240320;99991231
3476;0508062901;313787;;
3477;0508062901;313788;20240320;99991231
3478;0508062901;313788;;
3479;0508062901;313789;;
3480;0508062901;313789;20240320;99991231
3481;0508062901;313790;;
3482;0508062901;313790;20240320;99991231
3483;0508062901;314339;20240323;99991231
3484;0508062901;314339;;
3485;0508063001;313838;20240320;99991231
3486;0508063001;313838;;
3487;0508063001;313839;20240320;99991231
3488;0508063001;313839;;
3489;0508063001;313840;20240320;99991231
3490;0508063001;313840;;
3491;0508063001;313841;;
3492;0508063001;313841;20240320;99991231
3493;0508063001;313842;;
3494;0508063001;313842;20240320;99991231
3495;0508063001;313843;;
3496;0508063001;313843;20240320;99991231
3497;0508063001;313844;;
3498;0508063001;313844;20240320;99991231
3499;0508063001;313845;;
3500;0508063001;313845;20240320;99991231
3501;0508063001;313846;20240320;99991231
3502;0508063001;313846;;
3503;0508063001;313847;;
3504;0508063001;313847;20240320;99991231
3505;0508063001;313848;;
3506;0508063001;313848;20240320;99991231
3507;0508063001;313849;;
3508;0508063001;313849;20240320;99991231
3509;0508063001;313850;20240320;99991231
3510;0508063001;313850;;
3511;0508063001;313851;20240320;99991231
3512;0508063001;313851;;
3513;0508063001;313852;20240320;99991231
3514;0508063001;313852;;
3515;0508063001;313853;;
3516;0508063001;313853;20240320;99991231
3517;0508063001;313854;20240320;99991231
3518;0508063001;313854;;
3519;0508063001;313855;;
3520;0508063001;313855;20240320;99991231
3521;0508063001;313856;;
3522;0508063001;313856;20240320;99991231
3523;0508063001;313857;20240320;99991231
3524;0508063001;313857;;
3525;0508063001;313858;;
3526;0508063001;313858;20240320;99991231
3527;0508063001;313859;20240320;99991231
3528;0508063001;313859;;
3529;0508063001;313860;20240320;99991231
3530;0508063001;313860;;
3531;0508063001;313861;20240320;99991231
3532;0508063001;313861;;
3533;0508063001;313862;20240320;99991231
3534;0508063001;313862;;
3535;0508063001;313863;;
3536;0508063001;313863;20240320;99991231
3537;0508063001;313864;20240320;99991231
3538;0508063001;313864;;
3539;0508063001;313865;;
3540;0508063001;313865;20240320;99991231
3541;0508063001;313866;20240320;99991231
3542;0508063001;313866;;
3543;0508063001;313867;;
3544;0508063001;313867;20240320;99991231
3545;0508063001;313868;20240320;99991231
3546;0508063001;313868;;
3547;0508063001;313869;20240320;99991231
3548;0508063001;313869;;
3549;0508063001;313870;;
3550;0508063001;313870;20240320;99991231
3551;0508063001;313871;;
3552;0508063001;313871;20240320;99991231
3553;0508063001;313872;20240320;99991231
3554;0508063001;313872;;
3555;0508063001;313873;20240320;99991231
3556;0508063001;313873;;
3557;0101384503;312634;20240224;99991231
3558;0101384503;312634;;
3559;0101384503;312638;20240224;99991231
3560;0101384503;312638;;
3561;0101384503;312510;20240223;99991231
3562;0101384503;312510;;
3563;0101384503;312511;20240223;99991231
3564;0101384503;312511;;
3565;0101384503;312501;20240223;99991231
3566;0101384503;312501;;
3567;0101384503;312502;20240223;99991231
3568;0101384503;312502;;
3569;0101384503;312323;20240222;99991231
3570;0101384503;312323;;
3571;0101384503;312506;20240223;99991231
3572;0101384503;312506;;
3573;0101384503;312497;20240223;99991231
3574;0101384503;312497;;
3575;0101384503;313015;20240229;99991231
3576;0101384503;313015;;
3577;0101384503;300508;20240307;99991231
3578;0101384503;300508;;
3579;0101384503;313075;20240301;99991231
3580;0101384503;313075;;
3581;0101384503;313290;20240306;99991231
3582;0101384503;313290;;
3583;0500130402;312514;20240223;99991231
3584;0500130402;312514;;
3585;0500130402;312637;20240224;99991231
3586;0500130402;312637;;
3587;0500130402;312641;20240224;99991231
3588;0500130402;312641;;
3589;0500130402;312326;20240222;99991231
3590;0500130402;312326;;
3591;0500130402;312500;20240223;99991231
3592;0500130402;312500;;
3593;0500130402;312505;20240223;99991231
3594;0500130402;312505;;
3595;0500130402;312509;20240223;99991231
3596;0500130402;312509;;
3597;0500130402;313018;20240229;99991231
3598;0500130402;313018;;
3599;0500130402;300512;20240307;99991231
3600;0500130402;300512;;
3601;0500130402;313078;20240301;99991231
3602;0500130402;313078;;
3603;0500130402;313293;20240306;99991231
3604;0500130402;313293;;
3605;0507133202;312513;20240223;99991231
3606;0507133202;312513;;
3607;0507133202;312640;20240224;99991231
3608;0507133202;312640;;
3609;0507133202;312636;20240224;99991231
3610;0507133202;312636;;
3611;0507133202;312499;20240223;99991231
3612;0507133202;312499;;
3613;0507133202;312508;20240223;99991231
3614;0507133202;312508;;
3615;0507133202;312325;20240222;99991231
3616;0507133202;312325;;
3617;0507133202;312504;20240223;99991231
3618;0507133202;312504;;
3619;0507133202;314617;20240403;99991231
3620;0507133202;314617;;
3621;0507133202;313017;20240229;99991231
3622;0507133202;313017;;
3623;0507133202;300510;20240307;99991231
3624;0507133202;300510;;
3625;0507133202;300511;20240307;99991231
3626;0507133202;300511;;
3627;0507133202;313077;20240301;99991231
3628;0507133202;313077;;
3629;0507133202;313292;20240306;99991231
3630;0507133202;313292;;
3631;0508063902;312639;20240224;99991231
3632;0508063902;312639;;
3633;0508063902;312635;20240224;99991231
3634;0508063902;312635;;
3635;0508063902;312512;20240223;99991231
3636;0508063902;312512;;
3637;0508063902;312503;20240223;99991231
3638;0508063902;312503;;
3639;0508063902;312324;20240222;99991231
3640;0508063902;312324;;
3641;0508063902;312498;20240223;99991231
3642;0508063902;312498;;
3643;0508063902;312507;20240223;99991231
3644;0508063902;312507;;
3645;0508063902;313016;20240229;99991231
3646;0508063902;313016;;
3647;0508063902;300509;20240307;99991231
3648;0508063902;300509;;
3649;0508063902;313076;20240301;99991231
3650;0508063902;313076;;
3651;0508063902;313291;20240306;99991231
3652;0508063902;313291;;
3653;0111007703;313028;20240314;99991231
3654;0111007703;313028;;
3655;0111008003;316585;20240507;99991231
3656;0111008003;316585;;
3657;0111008202;253719;20240228;99991231
3658;0111008202;253719;;
3659;0111008202;303492;20240228;99991231
3660;0111008202;303492;;
3661;0500129801;312939;;
3662;0500129801;312939;20240228;99991231
3663;0500129801;312940;20240228;99991231
3664;0500129801;312940;;
3665;0500129801;313435;20240306;99991231
3666;0500129801;313435;;
3667;0500129901;312939;;
3668;0500129901;312939;20240228;99991231
3669;0500129901;312940;20240228;99991231
3670;0500129901;312940;;
3671;0500129901;313435;;
3672;0500129901;313435;20240306;99991231
3673;0501015301;312941;;
3674;0501015301;312941;20240228;99991231
3675;0501015301;312942;;
3676;0501015301;312942;20240228;99991231
3677;0501015301;313436;20240306;99991231
3678;0501015301;313436;;
3679;0507132801;312931;;
3680;0507132801;312931;20240228;99991231
3681;0101384201;314159;;
3682;0101384201;314159;20240321;99991231
3683;0101384201;314160;;
3684;0101384201;314160;20240321;99991231
3685;0101384201;314441;20240403;99991231
3686;0101384201;314441;;
3687;0111009403;314919;20240416;99991231
3688;0111009403;314919;;
3689;0101384901;315941;20240427;99991231
3690;0101384901;315941;;
3691;0101384901;315942;;
3692;0101384901;315942;20240427;99991231
3693;0101384901;315943;20240427;99991231
3694;0101384901;315943;;
3695;0101384901;315944;;
3696;0101384901;315944;20240427;99991231
3697;0101384901;315945;20240427;99991231
3698;0101384901;315945;;
3699;0101384901;315946;;
3700;0101384901;315946;20240427;99991231
3701;0101384901;315947;20240427;99991231
3702;0101384901;315947;;
3703;0101384901;315948;;
3704;0101384901;315948;20240427;99991231
3705;0101384901;315949;20240427;99991231
3706;0101384901;315949;;
3707;0101384901;315950;;
3708;0101384901;315950;20240427;99991231
3709;0101384901;315951;;
3710;0101384901;315951;20240427;99991231
3711;0101384901;315952;;
3712;0101384901;315952;20240427;99991231
3713;0101384901;315953;;
3714;0101384901;315953;20240427;99991231
3715;0101384901;315954;;
3716;0101384901;315954;20240427;99991231
3717;0101384901;315955;;
3718;0101384901;315955;20240427;99991231
3719;0101384901;315956;;
3720;0101384901;315956;20240427;99991231
3721;0101384901;315957;20240427;99991231
3722;0101384901;315957;;
3723;0101384901;315958;20240427;99991231
3724;0101384901;315958;;
3725;0101384901;315959;20240427;99991231
3726;0101384901;315959;;
3727;0101384701;313156;20240303;99991231
3728;0101384701;313156;;
3729;0101384701;313161;;
3730;0101384701;313161;20240303;99991231
3731;0101384701;313166;20240303;99991231
3732;0101384701;313166;;
3733;0503001301;314544;20240328;20240429
3734;0503001301;314544;;
3735;0503001301;314545;20240328;20240429
3736;0503001301;314545;;
3737;0111009901;254095;20240321;99991231
3738;0111009901;254095;;
3739;0500130802;316424;20240503;99991231
3740;0500130802;316424;;
3741;0500130802;316425;20240503;99991231
3742;0500130802;316425;;
3743;0500130802;316426;20240503;99991231
3744;0500130802;316426;;
3745;0500130802;316508;20240504;99991231
3746;0500130802;316508;;
3747;0101385403;314828;20240412;99991231
3748;0101385403;314828;;
3749;0101385403;315303;20240420;99991231
3750;0101385403;315303;;
3751;0101385403;315131;20240419;99991231
3752;0101385403;315131;;
3753;0500131003;314831;20240412;99991231
3754;0500131003;314831;;
3755;0500131003;315306;;
3756;0500131003;315306;20240420;99991231
3757;0500131003;315134;20240419;99991231
3758;0500131003;315134;;
3759;0507133703;314830;20240412;99991231
3760;0507133703;314830;;
3761;0507133703;315305;20240420;99991231
3762;0507133703;315305;;
3763;0507133703;315133;20240419;99991231
3764;0507133703;315133;;
3765;0508064303;314829;20240412;99991231
3766;0508064303;314829;;
3767;0508064303;315304;;
3768;0508064303;315304;20240420;99991231
3769;0508064303;315132;20240419;99991231
3770;0508064303;315132;;
3771;0502041001;315329;20240420;20240503
3772;0502041001;315329;;
3773;0502041001;315293;20240420;99991231
3774;0502041001;315293;;
3775;0502041001;315292;20240420;99991231
3776;0502041001;315292;;
3777;0502041001;315294;20240420;99991231
3778;0502041001;315294;;
3779;0502041001;315297;20240420;99991231
3780;0502041001;315297;;
3781;0502041001;315298;20240420;99991231
3782;0502041001;315298;;
3783;0502041001;315299;20240420;99991231
3784;0502041001;315299;;
3785;0502041001;315295;20240420;99991231
3786;0502041001;315295;;
3787;0502041001;315296;20240420;99991231
3788;0502041001;315296;;
3789;0502041001;315325;20240420;99991231
3790;0502041001;315325;;
3791;0502041001;315324;20240420;99991231
3792;0502041001;315324;;
3793;0502041001;315323;20240420;99991231
3794;0502041001;315323;;
3795;0502041001;315326;20240420;99991231
3796;0502041001;315326;;
3797;0502041001;315327;20240420;99991231
3798;0502041001;315327;;
3799;0502041001;315300;20240420;99991231
3800;0502041001;315300;;
3801;0502041001;315301;20240420;99991231
3802;0502041001;315301;;
3803;0502041001;315328;20240420;99991231
3804;0502041001;315328;;
3805;0502041001;315330;20240420;99991231
3806;0502041001;315330;;
3807;0502041101;315348;20240423;99991231
3808;0502041101;315348;;
3809;0502041101;315361;20240423;99991231
3810;0502041101;315361;;
3811;0502041101;315362;20240423;99991231
3812;0502041101;315362;;
3813;0502041101;315382;20240423;99991231
3814;0502041101;315382;;
3815;0502041101;315364;20240423;99991231
3816;0502041101;315364;;
3817;0502041101;315363;20240423;99991231
3818;0502041101;315363;;
3819;0502041101;315365;20240423;99991231
3820;0502041101;315365;;
3821;0502041101;315373;20240423;99991231
3822;0502041101;315373;;
3823;0502041101;315384;20240423;99991231
3824;0502041101;315384;;
3825;0502041101;315378;20240423;99991231
3826;0502041101;315378;;
3827;0502041101;315383;20240423;99991231
3828;0502041101;315383;;
3829;0502041101;315380;20240423;99991231
3830;0502041101;315380;;
3831;0502041101;315381;20240423;99991231
3832;0502041101;315381;;
3833;0502041101;315385;20240423;99991231
3834;0502041101;315385;;
3835;0502041101;315390;20240423;99991231
3836;0502041101;315390;;
3837;0502041101;315391;20240423;99991231
3838;0502041101;315391;;
3839;0502041101;315392;20240423;99991231
3840;0502041101;315392;;
3841;0507133801;316402;20240503;99991231
3842;0507133801;316402;;
3843;0507133801;316435;20240503;99991231
3844;0507133801;316435;;
3845;0500132702;211060;20240505;99991231
3846;0500132702;211060;;
